Engine_volume,Mileage,Doors,Prod_year,Cylinders,Airbags,Category,Leather_interior,Fuel_type,Gear_box_type,Drive_wheels,Wheel,Color
1.0,18000,4,2010,3.0,12,Sedan,No,Petrol,Variator,Front,Right-hand drive,Silver
2.0,102000,4,2014,4.0,6,Hatchback,Yes,Plug-in Hybrid,Tiptronic,Front,Left wheel,Beige
3.7,111431,2,2014,6.0,10,Cabriolet,No,Petrol,Automatic,Rear,Left wheel,Grey
2.5,241638,4,2013,4.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Silver
2.5,308694,4,2013,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
4.6,255406,4,2012,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
3.8,135746,4,2011,4.0,4,Coupe,Yes,Petrol,Automatic,Front,Left wheel,Grey
2.5,75000,4,2015,6.0,8,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Black
1.5,130000,4,2003,4.0,4,Hatchback,No,Petrol,Automatic,Front,Right-hand drive,White
2.5,61742,4,2018,4.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
2.0,1600,4,2017,4.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,Black
2.0,150000,4,2015,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Orange
1.3,170032,4,2006,4.0,6,Sedan,No,Petrol,Automatic,Front,Left wheel,Black
3.5,232357,4,2012,6.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,Black
4.0,91813,4,2017,8.0,10,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
1.7,111111,4,2008,4.0,12,Goods wagon,No,Diesel,Manual,Front,Left wheel,Grey
1.8,208000,4,2012,4.0,12,Hatchback,Yes,Hybrid,Variator,Front,Left wheel,Carnelian red
1.5,207005,4,2008,4.0,8,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Blue
1.4,103000,4,2013,4.0,12,Hatchback,No,Plug-in Hybrid,Automatic,Front,Left wheel,Black
2.0,157584,4,2013,4.0,0,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,Black
2.0,36545,4,2014,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
1.6,51700,4,2014,4.0,12,Jeep,Yes,Petrol,Tiptronic,Front,Left wheel,Red
1.4,49000,4,2013,4.0,0,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Black
1.8,7518,4,2019,4.0,12,Sedan,Yes,Hybrid,Automatic,4x4,Left wheel,White
1.5,71300,4,2015,4.0,6,Hatchback,No,Petrol,Automatic,Front,Left wheel,White
2.0,22816,4,2018,4.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Grey
1.7,39747,4,2017,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
4.5,43000,4,2016,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Beige
4.0,137600,4,2011,6.0,12,Jeep,No,Petrol,Automatic,4x4,Left wheel,Grey
4.4,216000,4,2005,8.0,8,Jeep,Yes,LPG,Tiptronic,4x4,Left wheel,Black
2.4,88500,4,2013,4.0,8,Sedan,No,Hybrid,Automatic,Front,Left wheel,Grey
2.0,100734,4,2017,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
2.5,111001,4,2012,4.0,10,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Grey
2.0,58328,4,2016,4.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,White
1.7,71867,4,2016,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
2.0,99106,4,2015,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
3.5,101816,4,2011,6.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,Black
1.6,110531,4,2013,4.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Red
1.5,222061,4,2008,4.0,4,Hatchback,No,Hybrid,Automatic,Front,Left wheel,Red
1.4,157317,4,2012,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Red
2.5,109534,4,2010,4.0,10,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,White
3.5,79080,4,2015,6.0,12,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Grey
1.6,0,4,2011,4.0,0,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Black
2.5,200000,2,2000,6.0,4,Hatchback,Yes,Petrol,Manual,Rear,Left wheel,Blue
3.5,205968,4,2010,6.0,12,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,White
2.0,1111,4,2006,4.0,6,Sedan,No,Petrol,Manual,4x4,Right-hand drive,White
2.5,100900,4,2017,4.0,4,Universal,Yes,Diesel,Automatic,Front,Left wheel,Silver
2.4,0,2,1999,4.0,0,Microbus,No,Diesel,Manual,Rear,Left wheel,White
2.5,71500,4,2017,4.0,12,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Black
3.0,70000,4,2011,6.0,12,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,White
2.5,156518,4,2012,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
1.3,178000,4,2003,4.0,5,Hatchback,No,Petrol,Automatic,Front,Right-hand drive,Sky blue
2.0,180003,4,1998,4.0,4,Sedan,No,CNG,Manual,Rear,Left wheel,Black
2.5,276800,4,2012,6.0,10,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Black
3.7,291840,4,2012,6.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
1.5,46756,4,2012,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Black
2.5,146216,4,2014,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,Silver
1.6,143091,4,2009,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
2.5,45000,4,2016,4.0,12,Jeep,Yes,Hybrid,Tiptronic,4x4,Left wheel,Grey
2.5,173490,4,2014,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,Black
4.6,189704,4,2012,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Grey
2.0,196475,4,2016,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
2.0,195000,2,2003,6.0,4,Microbus,Yes,Diesel,Manual,Front,Left wheel,Yellow
2.0,150000,4,2014,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Silver
2.0,18950,4,2019,4.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Black
1.5,160000,4,2006,4.0,12,Sedan,No,Petrol,Automatic,Front,Left wheel,Red
2.0,123472,4,2014,4.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,White
3.5,80856,4,2015,6.0,12,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,Black
1.8,32974,4,2011,4.0,12,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Silver
1.6,61000,4,2016,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
1.5,79500,4,2013,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Black
3.0,264000,4,2006,6.0,10,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,Black
1.3,65000,4,2009,4.0,12,Sedan,No,Hybrid,Automatic,Front,Left wheel,Red
3.0,213998,4,2008,6.0,12,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Silver
3.2,101000,4,2012,1.0,12,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,White
3.5,150000,4,2011,6.0,12,Sedan,Yes,Diesel,Automatic,4x4,Left wheel,Silver
2.0,150000,4,2015,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Orange
3.5,205250,4,2012,6.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,Silver
2.5,184000,4,2010,6.0,8,Sedan,No,Hybrid,Automatic,Front,Left wheel,Grey
2.5,100300,4,2012,6.0,8,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Grey
3.0,250000,4,2004,8.0,0,Jeep,Yes,Diesel,Tiptronic,4x4,Left wheel,Blue
2.5,108344,4,2015,4.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,Silver
3.0,205717,4,2011,6.0,12,Jeep,Yes,Diesel,Tiptronic,4x4,Left wheel,Grey
1.8,101357,4,2016,4.0,12,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,White
2.0,106048,4,2013,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
1.8,75621,4,2014,4.0,11,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Blue
2.0,215965,4,2013,4.0,0,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Black
3.3,316912,4,2010,6.0,12,Sedan,Yes,Hybrid,Automatic,4x4,Left wheel,Blue
2.5,53440,4,2011,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,Silver
1.8,184000,4,1999,4.0,6,Sedan,No,Petrol,Manual,Front,Left wheel,Silver
5.3,19901,4,2019,8.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
3.5,186542,4,2011,6.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,White
2.0,71104,4,2014,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
1.4,79000,4,2016,4.0,6,Sedan,No,Petrol,Tiptronic,Front,Left wheel,White
2.5,264000,4,2009,4.0,8,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Black
1.4,147718,4,2014,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
2.0,284251,4,2017,4.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Grey
2.0,161000,4,2013,4.0,12,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Grey
1.8,120000,4,2015,4.0,6,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Grey
1.2,0,4,2000,4.0,2,Sedan,No,Petrol,Manual,Front,Left wheel,Silver
2.0,106961,4,2015,4.0,8,Jeep,No,Petrol,Automatic,4x4,Left wheel,Blue
2.0,209027,4,2013,4.0,12,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,White
1.8,16574,4,2018,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
3.0,332243,4,2011,6.0,0,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Black
2.0,131000,4,2001,4.0,0,Jeep,No,Petrol,Automatic,4x4,Left wheel,White
1.6,184297,4,2007,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
3.5,229904,4,2010,6.0,12,Sedan,Yes,Diesel,Automatic,4x4,Left wheel,Black
2.0,18000,4,2003,4.0,4,Jeep,No,Petrol,Automatic,4x4,Right-hand drive,White
2.5,180000,4,2001,6.0,2,Minivan,No,Petrol,Automatic,Front,Right-hand drive,Black
3.0,285000,4,2007,6.0,8,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Grey
5.5,101424,4,2014,8.0,12,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,Grey
2.0,149790,4,2011,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.2,91393,4,2010,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Silver
1.5,88300,4,2013,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Red
1.6,200000,4,2000,4.0,2,Sedan,No,CNG,Automatic,Front,Left wheel,Silver
2.0,209744,4,2016,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,White
2.2,188679,4,2014,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
1.8,0,2,2003,4.0,1,Goods wagon,No,Diesel,Manual,Front,Left wheel,Blue
1.5,90000,4,1984,4.0,0,Sedan,No,Petrol,Manual,Rear,Left wheel,Red
2.0,53232,4,2010,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
2.8,175000,4,2002,6.0,6,Sedan,Yes,Petrol,Manual,Front,Left wheel,Grey
3.5,128202,4,2012,6.0,12,Sedan,Yes,Diesel,Automatic,Rear,Left wheel,Black
2.0,46000,4,2018,4.0,12,Jeep,No,Petrol,Tiptronic,Front,Left wheel,Grey
1.6,85746,4,2014,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.5,113293,4,2016,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,White
3.0,255000,4,2004,6.0,8,Universal,Yes,Petrol,Automatic,4x4,Left wheel,Silver
2.0,147542,4,2015,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Blue
1.8,129000,4,2013,4.0,8,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,White
1.2,199090,2,1999,4.0,4,Hatchback,No,Petrol,Manual,Front,Left wheel,Blue
2.0,99807,4,2014,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
1.5,169000,4,2008,4.0,8,Sedan,No,Hybrid,Automatic,Front,Left wheel,White
4.6,0,4,2012,8.0,12,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,Black
1.6,280000,5,2000,4.0,2,Goods wagon,No,Petrol,Manual,Front,Left wheel,Silver
3.5,200179,4,2014,6.0,12,Sedan,Yes,Diesel,Automatic,4x4,Left wheel,Black
1.3,66890,4,2016,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Silver
1.7,0,4,2004,4.0,4,Minivan,No,Petrol,Automatic,Front,Right-hand drive,Silver
2.4,226814,4,2012,4.0,0,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Black
4.6,195000,5,2012,8.0,12,Jeep,Yes,Diesel,Tiptronic,4x4,Left wheel,Black
2.4,238139,4,2012,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
2.0,280000,4,1994,4.0,12,Sedan,No,Petrol,Manual,Front,Left wheel,White
1.3,30425,4,2014,4.0,4,Universal,Yes,Petrol,Automatic,Front,Left wheel,Blue
3.0,161000,4,2000,6.0,2,Minivan,Yes,LPG,Automatic,4x4,Right-hand drive,White
3.5,73190,4,2016,6.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,Black
1.8,197328,4,2011,4.0,12,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,White
2.0,115131,4,2014,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
3.0,160350,4,2008,6.0,16,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
1.6,64897,4,2011,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
1.5,31000,4,2017,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Blue
2.0,251768,4,2016,4.0,4,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
1.6,159048,4,2010,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
2.5,156518,4,2012,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
2.0,150000,4,2015,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Orange
2.8,350000,4,2001,6.0,6,Sedan,Yes,CNG,Manual,Front,Left wheel,Green
2.0,46733,4,2018,4.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Silver
3.8,94055,4,2012,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
2.0,170000,4,2013,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
2.0,110415,4,2010,4.0,2,Minivan,Yes,Petrol,Automatic,Front,Right-hand drive,Carnelian red
2.5,73148,4,2016,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
1.4,120000,4,2013,4.0,12,Sedan,No,Petrol,Automatic,Front,Left wheel,Silver
1.8,16000,4,2013,4.0,6,Sedan,Yes,Petrol,Tiptronic,Front,Right-hand drive,Black
2.5,127515,4,2018,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Black
2.4,115739,4,2011,4.0,0,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
2.0,120000,4,2014,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
3.5,230696,4,2011,6.0,12,Sedan,Yes,Diesel,Automatic,4x4,Left wheel,Black
3.0,245000,4,2008,6.0,0,Jeep,Yes,Petrol,Automatic,Rear,Left wheel,Black
2.5,222000,4,1998,4.0,0,Microbus,No,Diesel,Manual,Rear,Left wheel,White
1.8,73402,4,2010,4.0,12,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,White
2.5,83200,4,2015,4.0,10,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,White
2.4,98000,4,2014,4.0,12,Sedan,Yes,Hybrid,Tiptronic,Front,Left wheel,Black
2.0,30087,4,2017,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.0,79749,4,2012,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Silver
2.0,61237,4,2008,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
5.0,158400,4,2007,10.0,12,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,Black
2.4,35200,4,2016,4.0,12,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Blue
1.3,123000,4,2011,4.0,4,Hatchback,No,Hybrid,Automatic,Front,Right-hand drive,Blue
3.0,71717,4,2015,6.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
1.2,94000,4,2016,4.0,6,Sedan,No,Petrol,Manual,Front,Left wheel,Silver
2.0,31327,4,2019,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
1.8,60000,4,2013,4.0,6,Sedan,No,Petrol,Automatic,Front,Left wheel,Carnelian red
3.5,74971,4,2014,6.0,12,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,White
2.0,79000,4,2015,4.0,8,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Golden
2.5,13800,4,2012,6.0,12,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Blue
2.0,72816,4,2007,5.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Silver
3.0,124000,4,2012,6.0,16,Sedan,Yes,Petrol,Tiptronic,4x4,Left wheel,White
2.0,23000,4,1996,4.0,3,Sedan,No,CNG,Manual,Rear,Left wheel,Green
1.6,79534,4,2012,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
1.8,197328,4,2011,4.0,12,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,White
2.5,90000,4,2013,4.0,12,Sedan,Yes,Hybrid,Tiptronic,Front,Left wheel,White
2.0,179307,4,2010,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
3.0,104000,4,2011,6.0,12,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
3.5,229904,4,2010,6.0,12,Sedan,Yes,Diesel,Automatic,4x4,Left wheel,Black
3.5,29675,4,2014,6.0,12,Sedan,Yes,Diesel,Automatic,4x4,Left wheel,Black
2.0,138865,4,2016,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.5,160000,4,2006,4.0,8,Jeep,No,Diesel,Manual,4x4,Left wheel,Silver
2.0,136275,4,2010,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
2.0,142014,4,2012,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Silver
1.6,25635,4,2017,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
1.6,80377,4,2015,4.0,4,Sedan,Yes,Diesel,Automatic,Front,Left wheel,Grey
2.0,150000,4,2015,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,White
2.4,165000,4,2013,4.0,4,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Grey
1.8,290280,4,2010,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
1.8,270410,4,2014,4.0,12,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,White
3.5,110000,2,2013,6.0,8,Coupe,Yes,Petrol,Tiptronic,Rear,Left wheel,Black
3.0,345000,4,2003,6.0,6,Jeep,Yes,CNG,Tiptronic,4x4,Left wheel,Grey
2.5,80000,4,2018,4.0,12,Jeep,No,Petrol,Automatic,4x4,Left wheel,Blue
1.5,142426,4,2009,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
2.0,111111,4,1980,4.0,0,Minivan,No,Petrol,Manual,Rear,Left wheel,Beige
2.0,134982,4,2013,4.0,0,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Red
2.5,136000,4,2015,4.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Silver
2.5,0,4,2014,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Black
3.0,197000,4,2010,6.0,8,Sedan,Yes,Diesel,Tiptronic,Rear,Left wheel,Black
1.6,181997,4,2016,4.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
2.0,19080,4,2017,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
3.5,88033,4,2014,4.0,4,Jeep,Yes,Petrol,Automatic,Front,Left wheel,White
3.0,150000,4,2014,6.0,0,Hatchback,Yes,Petrol,Automatic,4x4,Left wheel,Grey
2.4,6216,4,2020,4.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Carnelian red
2.0,100747,4,2015,4.0,0,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Green
3.0,78000,4,2011,6.0,10,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,White
1.5,109000,4,2014,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,White
2.0,220240,4,2014,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Grey
2.5,119552,4,2016,4.0,4,Universal,Yes,Diesel,Automatic,Front,Left wheel,Silver
2.0,108259,4,2013,4.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Grey
1.6,135000,4,2000,4.0,2,Goods wagon,No,CNG,Manual,Front,Right-hand drive,Silver
3.0,183000,4,2011,6.0,10,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,Black
3.0,275862,4,2011,6.0,12,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Silver
1.5,22878,4,2013,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Silver
2.5,135810,4,2016,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
1.7,186097,4,2016,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
1.5,52062,4,2017,4.0,0,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Blue
2.0,1600,4,2017,4.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,Black
1.6,125933,4,2011,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
1.8,192000,4,2011,4.0,8,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Black
1.8,126400,4,2015,4.0,8,Sedan,No,Petrol,Automatic,Front,Left wheel,Blue
4.0,139966,2,2010,6.0,12,Coupe,Yes,Petrol,Automatic,Rear,Left wheel,Red
2.5,156518,4,2012,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
3.2,300000,2,2003,6.0,6,Coupe,Yes,Petrol,Tiptronic,Rear,Left wheel,Blue
2.0,215626,4,2013,4.0,12,Hatchback,No,Petrol,Manual,Front,Left wheel,Silver
2.5,100000,5,1998,6.0,6,Sedan,No,Petrol,Manual,Rear,Left wheel,Silver
2.4,155763,4,2016,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
2.0,150000,4,2015,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,White
2.0,76403,4,2018,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
1.8,80000,4,2011,6.0,10,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Grey
2.0,56000,4,2017,8.0,0,Jeep,No,Petrol,Tiptronic,Front,Left wheel,Blue
1.6,150000,4,2006,4.0,6,Universal,No,Petrol,Tiptronic,Front,Left wheel,Silver
1.6,214400,4,2012,4.0,10,Hatchback,No,Petrol,Tiptronic,Front,Left wheel,Grey
3.6,110000,4,2012,4.0,4,Jeep,No,Petrol,Automatic,4x4,Left wheel,Black
2.0,51258,4,2007,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
1.0,22831,4,2015,3.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Beige
2.0,105661,4,2012,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
4.6,150909,4,2012,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
1.8,150000,4,2011,4.0,12,Jeep,Yes,Hybrid,Automatic,Front,Left wheel,Grey
1.5,144872,4,2013,4.0,0,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
2.0,148794,4,2012,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
1.6,25000,4,1996,4.0,2,Sedan,No,Petrol,Manual,Front,Left wheel,Blue
2.0,121390,4,2015,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
2.5,129989,4,2016,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Grey
2.4,200000,4,2002,4.0,2,Minivan,No,LPG,Tiptronic,Front,Right-hand drive,Silver
1.5,86402,4,2013,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Silver
3.3,22000,4,2002,6.0,8,Jeep,No,Petrol,Automatic,4x4,Left wheel,Black
3.2,258000,4,1997,6.0,6,Sedan,Yes,CNG,Automatic,Rear,Left wheel,Purple
2.3,145000,4,2003,6.0,4,Sedan,No,Petrol,Automatic,Front,Right-hand drive,Blue
3.3,150000,4,2009,6.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,Blue
5.0,165000,4,2012,12.0,0,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
2.0,0,4,2014,4.0,0,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Silver
3.2,315994,4,2004,4.0,8,Sedan,Yes,CNG,Automatic,4x4,Left wheel,Silver
2.8,151000,2,1995,4.0,2,Jeep,No,Diesel,Automatic,4x4,Left wheel,White
1.8,96500,4,2013,4.0,6,Hatchback,Yes,Petrol,Tiptronic,Front,Left wheel,Grey
2.4,140000,4,2006,4.0,8,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Grey
2.0,81000,4,2014,4.0,0,Sedan,No,Petrol,Automatic,Front,Left wheel,Grey
3.5,55403,4,2017,6.0,0,Jeep,Yes,Petrol,Automatic,Rear,Left wheel,Black
2.5,48800,4,2016,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,Silver
3.5,167222,4,2010,6.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,Black
4.3,115000,2,1999,8.0,4,Coupe,Yes,Petrol,Tiptronic,Rear,Left wheel,Silver
3.8,70000,2,2010,6.0,6,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Sky blue
4.6,106918,4,2015,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
2.5,159379,4,2012,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
2.0,193953,4,2010,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
1.9,122000,4,2005,4.0,4,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Green
2.5,173101,4,2015,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
